Census year,Occupation,Total Weight,Female,Male,,,,
2002,paperhanger,22334,0.344810603,0.655189397,,,,
2001,conductor,59079,0.053826233,0.946173767,,,,
2015,geologist,83382,0.299525077,0.700474923,,,,
1970,photographer,160100,0.201748907,0.798251093,,,,
1990,bailiff,134475,0.191403607,0.808596393,,,,
2004,shoemaker,291991,0.04900151,0.95099849,,,,
1930,typesetter,186418.1,0.057941799,0.942058201,,,,
1880,statistician,20.01,0.499750125,0.500249875,,,,
2002,cabinetmaker,93184,0.078833276,0.921166724,,,,
1950,sailor,59697,0.016667504,0.983332496,,,,
2015,setter,69630,0.024041361,0.975958639,,,,
2014,psychologist,212862,0.697978033,0.302021967,,,,
1880,blacksmith,173967.99,0.001212752,0.998787248,,,,
2009,secretary,5173864,0.951334631,0.048665369,,,,
2006,engineer,2986425,0.181441355,0.818558645,,,,
1990,operator,2687059,0.580210557,0.419789443,,,,
1870,draftsperson,944.78,0,1,,,,
1950,surveyor,27810,0.10503416,0.89496584,,,,
2010,smith,163472,0.042056132,0.957943868,,,,
1990,surveyor,120525,0.118921386,0.881078614,,,,
1940,blacksmith,89625,0.00334728,0.99665272,,,,
2011,surveyor,138464,0.139256413,0.860743587,,,,
1940,sailor,44987,0.011114322,0.988885678,,,,
2006,driver,5171737,0.127385441,0.872614559,,,,
2015,psychologist,223610,0.719238853,0.280761147,,,,
1930,driver,1075421.83,0.006435438,0.993564562,,,,
2001,bartender,424443,0.599293663,0.400706337,,,,
2006,scientist,694124,0.388403225,0.611596775,,,,
1860,cook,15097.27,0.521051157,0.478948843,,,,
2013,broker,2551596,0.587509935,0.412490065,,,,
1940,bartender,134692,0.049267959,0.950732041,,,,
1940,engineer,534651,0.00977273,0.99022727,,,,
2014,salesperson,2303960,0.446646209,0.553353791,,,,
1880,veterinarian,2579.15,0.003997441,0.996002559,,,,
1950,mailperson,531395,0.070764685,0.929235315,,,,
1930,setter,92089.43,0.007017961,0.992982039,,,,
2010,judge,1153619,0.345282108,0.654717892,,,,
2001,proprietor,19796402,0.390402812,0.609597188,,,,
1880,auctioneer,2430.13,0,1,,,,
2007,technician,2884253,0.558659383,0.441340617,,,,
2011,fireperson,420101,0.048697813,0.951302187,,,,
2012,nutritionist,100317,0.902389426,0.097610574,,,,
2014,baker,297645,0.572665424,0.427334576,,,,
1880,engineer,84713.4,0.001652985,0.998347015,,,,
1900,dietitian,19.52,1,0,,,,
1950,clergy,223644,0.167489403,0.832510597,,,,
2006,conductor,57875,0.066695464,0.933304536,,,,
2015,lumberjack,44431,0.055794378,0.944205622,,,,
2013,waitstaff,3004207,0.727446877,0.272553123,,,,
1970,blacksmith,45700,0.030634573,0.969365427,,,,
1980,pilot,82060,0.016329515,0.983670485,,,,
2014,inspector,419724,0.399934243,0.600065757,,,,
1870,nurse,15681.53,0.929027333,0.070972667,,,,
2002,professor,1318568,0.444042325,0.555957675,,,,
1880,milliner,41368.97,0.972545606,0.027454394,,,,
1970,manager,10870000,0.184038638,0.815961362,,,,
1990,psychologist,206521,0.59679161,0.40320839,,,,
1990,professor,877337,0.41978282,0.58021718,,,,
1910,dietitian,400,0.75,0.25,,,,
2001,millwright,98412,0.055602975,0.944397025,,,,
2011,upholsterer,47574,0.204124101,0.795875899,,,,
1960,nutritionist,42020,0.942408377,0.057591623,,,,
1950,craftsperson,80058,0.007819331,0.992180669,,,,
2009,cashier,5019955,0.747410086,0.252589914,,,,
2002,mechanic,13609209,0.291533402,0.708466598,,,,
2000,cashier,4323454,0.774186333,0.225813667,,,,
1990,engineer,2586848,0.116293652,0.883706348,,,,
2004,guard,1735932,0.246524633,0.753475367,,,,
1950,smith,137532,0.010695693,0.989304307,,,,
1980,bankteller,639180,0.912950968,0.087049032,,,,
2005,dancer,37862,0.746341979,0.253658021,,,,
1980,typesetter,86660,0.55088853,0.44911147,,,,
2014,lawyer,1230641,0.368880933,0.631119067,,,,
1880,mason,101443.71,0.000838002,0.999161998,,,,
1920,musician,122727.34,0.585931138,0.414068862,,,,
1910,veterinarian,13335,0,1,,,,
2006,athlete,375575,0.375288558,0.624711442,,,,
2005,weaver,24061,0.613274594,0.386725406,,,,
2015,designer,1035662,0.560822933,0.439177067,,,,
1960,sailor,49700,0.007243461,0.992756539,,,,
1970,architect,792000,0.094065657,0.905934343,,,,
2006,broker,2674821,0.582714881,0.417285119,,,,
1990,judge,841655,0.253404305,0.746595695,,,,
1860,compositor,22013.92,0.004536221,0.995463779,,,,
1960,painter,174740,0.145473275,0.854526725,,,,
2002,artist,284621,0.503111155,0.496888845,,,,
1850,pharmacist,5437.29,0,1,,,,
2009,official,21489922,0.392585883,0.607414117,,,,
2002,surveyor,140604,0.151866234,0.848133766,,,,
2008,clerk,738904,0.317958761,0.682041239,,,,
2005,judge,1089240,0.335945246,0.664054754,,,,
2011,chiropractor,79910,0.379752221,0.620247779,,,,
1960,bartender,221240,0.137045742,0.862954258,,,,
1970,upholsterer,150600,0.185258964,0.814741036,,,,
2012,millwright,65283,0.025443071,0.974556929,,,,
1930,doctor,152203.69,0.047284202,0.952715798,,,,
2015,instructor,1842469,0.498734578,0.501265422,,,,
2012,typesetter,43561,0.532930833,0.467069167,,,,
2013,proprietor,21334457,0.394925777,0.605074223,,,,
2014,pharmacist,318652,0.537413856,0.462586144,,,,
2010,bailiff,14554,0.387797169,0.612202831,,,,
2005,clergy,637847,0.294815214,0.705184786,,,,
1980,bartender,403800,0.477117385,0.522882615,,,,
1970,stereotyper,17000,0.047058824,0.952941176,,,,
1950,weaver,109027,0.40168949,0.59831051,,,,
2012,dentist,178175,0.258195594,0.741804406,,,,
2004,operator,1963215,0.454944568,0.545055432,,,,
2010,photographer,250172,0.410193787,0.589806213,,,,
2007,farmer,926004,0.169718489,0.830281511,,,,
1900,newsperson,36701.55,0.06697728,0.93302272,,,,
1960,clergy,287560,0.177493393,0.822506607,,,,
1850,operator,1152.1,0,1,,,,
2008,shoemaker,295652,0.03625208,0.96374792,,,,
1950,waitstaff,747830,0.824486849,0.175513151,,,,
1870,salesperson,27644.32,0.943834755,0.056165245,,,,
2004,physician,842245,0.289859839,0.710140161,,,,
2013,lawyer,1214166,0.360757919,0.639242081,,,,
2000,boilermaker,25277,0.032044942,0.967955058,,,,
1970,plasterer,77700,0.014157014,0.985842986,,,,
1910,chemist,15146,0.019939258,0.980060742,,,,
1860,welder,200.47,0,1,,,,
1970,tailor,187900,0.356040447,0.643959553,,,,
1930,veterinarian,12169.88,0.001722285,0.998277715,,,,
2010,teacher,6890287,0.769276664,0.230723336,,,,
1880,inspector,6068.53,0.002506373,0.997493627,,,,
2014,entertainer,327204,0.59279532,0.40720468,,,,
1960,farmer,3004300,0.062437173,0.937562827,,,,
1940,veterinarian,11521,0.052078813,0.947921187,,,,
2009,porter,106392,0.192674261,0.807325739,,,,
1860,mason,67464.38,0.003032563,0.996967437,,,,
2003,conductor,59304,0.052492243,0.947507757,,,,
1920,photographer,27897.9,0.175003136,0.824996864,,,,
2004,gardener,1574199,0.079900318,0.920099682,,,,
2011,designer,926255,0.547667759,0.452332241,,,,
2010,doctor,904577,0.341680144,0.658319856,,,,
1920,lawyer,123292.16,0.008887832,0.991112168,,,,
2002,jeweler,131397,0.205065565,0.794934435,,,,
1900,smith,55693.28,0.009240433,0.990759567,,,,
2008,setter,96993,0.026682338,0.973317662,,,,
1930,baker,143549.34,0.065792779,0.934207221,,,,
2013,surveyor,127126,0.15460252,0.84539748,,,,
1960,surgeon,241920,0.076967593,0.923032407,,,,
2003,gardener,1484432,0.073468505,0.926531495,,,,
1860,surveyor,2625.2,0,1,,,,
1970,judge,603900,0.061599603,0.938400397,,,,
1960,photographer,59360,0.180592992,0.819407008,,,,
2009,physician,884804,0.330722962,0.669277038,,,,
2014,technician,3331092,0.558089359,0.441910641,,,,
2011,mailperson,802629,0.263305961,0.736694039,,,,
1860,typesetter,22013.92,0.004536221,0.995463779,,,,
1910,huckster,67394,0.049173517,0.950826483,,,,
1990,mailperson,775379,0.243106919,0.756893081,,,,
1850,entertainer,807.93,0,1,,,,
2011,statistician,87229,0.426566853,0.573433147,,,,
2003,boilermaker,29769,0.016292116,0.983707884,,,,
1910,soldier,109889,0.000910009,0.999089991,,,,
1970,midwife,2800,0.821428571,0.178571429,,,,
2010,administrator,562906,0.512707273,0.487292727,,,,
2009,chiropractor,84616,0.367046421,0.632953579,,,,
2014,weaver,9562,0.622045597,0.377954403,,,,
2002,economist,171251,0.503068595,0.496931405,,,,
2009,pilot,147946,0.041873386,0.958126614,,,,
2005,economist,183964,0.507006806,0.492993194,,,,
1980,sailor,43980,0.030013643,0.969986357,,,,
1900,boilermaker,29519.2,0.004688474,0.995311526,,,,
2005,bookbinder,50508,0.515561891,0.484438109,,,,
1910,official,1954799,0.059402527,0.940597473,,,,
2002,entertainer,286849,0.581542902,0.418457098,,,,
2008,nutritionist,110292,0.890354695,0.109645305,,,,
1930,millwright,46878.62,0.016804462,0.983195538,,,,
2004,optometrist,35515,0.343629452,0.656370548,,,,
1950,mechanic,8531878,0.307969594,0.692030406,,,,
2000,technician,2464796,0.540020756,0.459979244,,,,
1870,dentist,7224.95,0,1,,,,
2010,clerical,13829534,0.692035032,0.307964968,,,,
1990,tradesperson,6239350,0.05447202,0.94552798,,,,
2011,secretary,4830370,0.947119579,0.052880421,,,,
2006,chiropractor,85914,0.346648975,0.653351025,,,,
2002,conservationist,58246,0.159238403,0.840761597,,,,
1870,mason,89154.28,0.003860162,0.996139838,,,,
2014,soldier,1084042,0.136519618,0.863480382,,,,
2010,statistician,76392,0.442821238,0.557178762,,,,
1950,optometrist,17692,0.054148768,0.945851232,,,,
2009,salesperson,2481898,0.445240699,0.554759301,,,,
2004,housekeeper,153781,0.787119345,0.212880655,,,,
2013,chemist,92766,0.380829183,0.619170817,,,,
1850,photographer,765.72,0,1,,,,
1850,accountant,764.49,0,1,,,,
1900,tailor,188555.8,0.277105398,0.722894602,,,,
2009,electrician,1029741,0.021593779,0.978406221,,,,
1900,millwright,11404.96,0.008658513,0.991341487,,,,
2005,sailor,36493,0.060806182,0.939193818,,,,
2006,cashier,4866313,0.76920494,0.23079506,,,,
1940,designer,24435,0.36218539,0.63781461,,,,
2000,soldier,1188710,0.143969513,0.856030487,,,,
1970,librarian,5065900,0.844647545,0.155352455,,,,
2001,smith,154108,0.048206453,0.951793547,,,,
2004,economist,182266,0.460672863,0.539327137,,,,
1880,secretary,2002.92,0.130858946,0.869141054,,,,
2000,entertainer,263481,0.564048262,0.435951738,,,,
1850,proprietor,236659.49,0,1,,,,
1900,sales,1024045.34,0.196999393,0.803000607,,,,
1960,architect,276720,0.090705406,0.909294594,,,,
1880,designer,988.52,0.096163962,0.903836038,,,,
2000,jeweler,151966,0.209316558,0.790683442,,,,
1960,therapist,49180,0.636844246,0.363155754,,,,
2008,surgeon,902266,0.328922956,0.671077044,,,,
2008,bailiff,12615,0.227110583,0.772889417,,,,
1880,dancer,369.52,0.252543841,0.747456159,,,,
1950,photographer,56595,0.177012104,0.822987896,,,,
1910,laborer,10904387,0.159363016,0.840636984,,,,
2005,millwright,73333,0.017877354,0.982122646,,,,
2006,boilermaker,26808,0.018763056,0.981236944,,,,
1980,librarian,2799480,0.892637204,0.107362796,,,,
1850,judge,24246.72,0,1,,,,
1980,athlete,82980,0.2868161,0.7131839,,,,
2007,setter,98094,0.032142639,0.967857361,,,,
2015,pharmacist,336398,0.553861795,0.446138205,,,,
1850,dancer,99.85,0,1,,,,
1880,weaver,31557.68,0.434606726,0.565393274,,,,
1860,author,489.71,0.408323293,0.591676707,,,,
1940,setter,95413,0.001048075,0.998951925,,,,
2007,bookbinder,53983,0.510401423,0.489598577,,,,
2010,plasterer,47745,0.017907634,0.982092366,,,,
1900,paperhanger,21187.3,0.017538809,0.982461191,,,,
2011,lumberjack,44193,0.111827665,0.888172335,,,,
1860,sales,171806.31,0.02631958,0.97368042,,,,
1900,auctioneer,2854.83,0,1,,,,
1950,proprietor,4497215,0.126097818,0.873902182,,,,
2004,bankteller,504008,0.860345471,0.139654529,,,,
1930,nutritionist,5942.46,0.962483551,0.037516449,,,,
1860,bookbinder,3656.15,0.055295871,0.944704129,,,,
1930,newsperson,96351.66,0.140096704,0.859903296,,,,
1990,proprietor,13990682,0.357589358,0.642410642,,,,
2013,toolmaker,68014,0.016158438,0.983841562,,,,
2013,sales,8407400,0.452865452,0.547134548,,,,
1850,bankteller,404.28,0,1,,,,
1970,doctor,591300,0.109419922,0.890580078,,,,
1990,librarian,2849367,0.883752426,0.116247574,,,,
2008,economist,208713,0.525530274,0.474469726,,,,
1960,physicist,14120,0.053824363,0.946175637,,,,
1980,electrician,713120,0.021623289,0.978376711,,,,
2006,physician,857856,0.306303156,0.693696844,,,,
1900,police,60504.6,0.005216628,0.994783372,,,,
1910,secretary,347652,0.785949743,0.214050257,,,,
1940,postmaster,37872,0.434252218,0.565747782,,,,
2010,conservationist,51520,0.153823758,0.846176242,,,,
1980,upholsterer,82260,0.239484561,0.760515439,,,,
1880,painter,17774.65,0.014618009,0.985381991,,,,
1900,driver,545988.01,0.010096321,0.989903679,,,,
1970,dancer,24500,0.865306122,0.134693878,,,,
2014,dentist,188749,0.293919438,0.706080562,,,,
1920,mechanic,3528782.17,0.318237308,0.681762692,,,,
2006,toolmaker,101663,0.030237156,0.969762844,,,,
2004,secretary,5474323,0.958944147,0.041055853,,,,
2006,gardener,1723706,0.07747841,0.92252159,,,,
1970,housekeeper,4596400,0.952723871,0.047276129,,,,
1950,welder,295000,0.034959322,0.965040678,,,,
2001,welder,715621,0.083268937,0.916731063,,,,
2008,musician,1672552,0.634419737,0.365580263,,,,
2010,machinist,421726,0.048292019,0.951707981,,,,
2015,plasterer,40976,0.008443967,0.991556033,,,,
2011,clergy,662971,0.30428782,0.69571218,,,,
2014,bankteller,455804,0.849753403,0.150246597,,,,
1880,teacher,230525.77,0.683128268,0.316871732,,,,
2003,official,20964591,0.397414097,0.602585903,,,,
1930,physicist,465.83,0.130305047,0.869694953,,,,
2012,musician,1846773,0.624395635,0.375604365,,,,
1950,accountant,414805,0.156789335,0.843210665,,,,
1860,plumber,5977.6,0,1,,,,
1870,proprietor,509023.43,0.037518096,0.962481904,,,,
1860,chemist,301.65,0,1,,,,
2014,sales,8598545,0.455686166,0.544313834,,,,
2000,pharmacist,231275,0.465238353,0.534761647,,,,
1850,fireperson,1648.18,0,1,,,,
1930,artist,54002.93,0.372335723,0.627664277,,,,
2012,lawyer,1197251,0.359954596,0.640045404,,,,
1870,cabinetmaker,30813.31,0.003398856,0.996601144,,,,
1920,salesperson,146220.01,0.526631615,0.473368385,,,,
1950,housekeeper,1680444,0.939683798,0.060316202,,,,
2004,dentist,170567,0.18509442,0.81490558,,,,
2001,toolmaker,120820,0.044967721,0.955032279,,,,
2006,farmer,943580,0.169448271,0.830551729,,,,
1950,lumberjack,101592,0.024017639,0.975982361,,,,
1860,baker,18271.16,0.021225253,0.978774747,,,,
2008,statistician,73566,0.44648343,0.55351657,,,,
2014,setter,70047,0.017231288,0.982768712,,,,
2008,secretary,5246815,0.954189732,0.045810268,,,,
2004,mason,273024,0.007977321,0.992022679,,,,
2012,plumber,646354,0.012674169,0.987325831,,,,
2009,plasterer,58273,0.012441439,0.987558561,,,,
2006,optometrist,33578,0.376020013,0.623979987,,,,
2014,dietitian,115206,0.858679235,0.141320765,,,,
1860,nurse,6829.13,0.985207486,0.014792514,,,,
2013,baker,279012,0.583064528,0.416935472,,,,
1990,broker,2141271,0.508481178,0.491518822,,,,
1860,fireperson,4168.99,0,1,,,,
2011,nutritionist,95704,0.878803394,0.121196606,,,,
2014,photographer,290771,0.427470415,0.572529585,,,,
1850,manager,237299.15,0,1,,,,
1850,doorkeeper,3282.1,0,1,,,,
1900,photographer,26976.49,0.111292462,0.888707538,,,,
1940,painter,92898,0.074167366,0.925832634,,,,
2011,surgeon,938909,0.35654254,0.64345746,,,,
2013,bankteller,485526,0.858565762,0.141434238,,,,
1850,constable,3473.49,0,1,,,,
1850,machinist,22298.05,0,1,,,,
2012,professor,1711168,0.498439662,0.501560338,,,,
1870,unemployed,19547.01,0.458564251,0.541435749,,,,
2005,baker,225595,0.546200049,0.453799951,,,,
2002,waitstaff,2433115,0.757440976,0.242559024,,,,
2003,clergy,628598,0.310891858,0.689108142,,,,
2007,weaver,17100,0.651871345,0.348128655,,,,
1900,mailperson,157867.92,0.075456939,0.924543061,,,,
1900,gardener,57185.26,0.030632544,0.969367456,,,,
2015,judge,1265582,0.381004945,0.618995055,,,,
2003,draftsperson,254618,0.212805065,0.787194935,,,,
2007,librarian,2282546,0.867943078,0.132056922,,,,
2001,economist,181057,0.47339788,0.52660212,,,,
1920,broker,250066.67,0.040475246,0.959524754,,,,
2001,nutritionist,111082,0.903098612,0.096901388,,,,
1860,eletrotyper,95.91,0,1,,,,
1950,driver,1816045,0.007206319,0.992793681,,,,
2001,chiropractor,59816,0.269309215,0.730690785,,,,
1960,welder,421000,0.069833729,0.930166271,,,,
1870,surveyor,2675.43,0,1,,,,
2009,engineer,3083488,0.19154704,0.80845296,,,,
2005,scientist,668296,0.378817171,0.621182829,,,,
1950,operator,1002950,0.535720624,0.464279376,,,,
1880,cabinetmaker,35518.04,0.001271748,0.998728252,,,,
2001,typesetter,80603,0.531034825,0.468965175,,,,
1960,librarian,1582880,0.878512585,0.121487415,,,,
2010,proprietor,20726442,0.390072594,0.609927406,,,,
2000,accountant,2140468,0.579763865,0.420236135,,,,
2011,engineer,3045352,0.186844082,0.813155918,,,,
2000,chemist,119568,0.332246086,0.667753914,,,,
2001,clerk,765058,0.2967592,0.7032408,,,,
1970,draftsperson,664600,0.103069515,0.896930485,,,,
1880,pharmacist,28180.38,0.007287694,0.992712306,,,,
2002,geologist,94451,0.299658024,0.700341976,,,,
2013,sheriff,14682,0.283544476,0.716455524,,,,
2015,toolmaker,69630,0.024041361,0.975958639,,,,
1930,lumberjack,38067,0.015452754,0.984547246,,,,
2000,surveyor,136181,0.127139616,0.872860384,,,,
2013,mechanic,12770921,0.243703254,0.756296746,,,,
1870,smith,27709.06,0.003293147,0.996706853,,,,
2003,secretary,5239964,0.961537904,0.038462096,,,,
1980,millwright,151200,0.035582011,0.964417989,,,,
2013,pharmacist,312660,0.568291435,0.431708565,,,,
2011,bankteller,511169,0.848394562,0.151605438,,,,
1990,millwright,110878,0.035336135,0.964663865,,,,
2011,millwright,61947,0.025554103,0.974445897,,,,
1960,housekeeper,2931440,0.957427067,0.042572933,,,,
1950,carpenter,989173,0.005842254,0.994157746,,,,
2009,painter,224245,0.152431492,0.847568508,,,,
1970,therapist,207800,0.642444658,0.357555342,,,,
1850,shoemaker,143248.23,0,1,,,,
2001,porter,90942,0.129840998,0.870159002,,,,
2013,bookbinder,33676,0.465821356,0.534178644,,,,
2010,dancer,33614,0.86725769,0.13274231,,,,
1940,official,3422590,0.10623855,0.89376145,,,,
2008,baker,233444,0.557915389,0.442084611,,,,
1920,tradesperson,2304503.69,0.105574637,0.894425363,,,,
1860,salesperson,25515.36,0.96085456,0.03914544,,,,
2013,machinist,449347,0.044709323,0.955290677,,,,
2014,accountant,2352934,0.607805404,0.392194596,,,,
2014,physicist,12997,0.137416327,0.862583673,,,,
2011,dentist,181948,0.247532262,0.752467738,,,,
1940,fireperson,198693,0.007373184,0.992626816,,,,
2013,manager,21334457,0.394925777,0.605074223,,,,
1980,designer,404200,0.54675903,0.45324097,,,,
1970,mailperson,2349200,0.087944832,0.912055168,,,,
1970,machinist,866400,0.041551247,0.958448753,,,,
1870,police,20032.42,0.005228025,0.994771975,,,,
2014,statistician,86652,0.432834787,0.567165213,,,,
2003,baker,229197,0.532493881,0.467506119,,,,
1930,plasterer,74944.41,0.007574147,0.992425853,,,,
2013,conservationist,50873,0.156900517,0.843099483,,,,
2008,driver,5230667,0.12181391,0.87818609,,,,
1980,author,55040,0.480741279,0.519258721,,,,
2007,broker,2709622,0.577739626,0.422260374,,,,
2012,sheriff,16478,0.281526884,0.718473116,,,,
2010,waitstaff,2929568,0.732810435,0.267189565,,,,
1950,laborer,7035828,0.111010389,0.888989611,,,,
2002,farmer,1030479,0.155435482,0.844564518,,,,
1910,accountant,36011,0.089250507,0.910749493,,,,
2005,painter,233209,0.176060958,0.823939042,,,,
2010,dietitian,101852,0.916732121,0.083267879,,,,
1980,gardener,627680,0.092085139,0.907914861,,,,
2005,nutritionist,96532,0.912516057,0.087483943,,,,
2014,newsperson,743061,0.578840768,0.421159232,,,,
2009,optometrist,36424,0.325774215,0.674225785,,,,
1930,sales,2631944.14,0.268160133,0.731839867,,,,
2007,secretary,5296998,0.953711517,0.046288483,,,,
2004,physicist,22234,0.094180085,0.905819915,,,,
2004,pilot,146863,0.035665893,0.964334107,,,,
1930,author,11601.66,0.458671432,0.541328568,,,,
1930,bookbinder,23735.91,0.496272104,0.503727896,,,,
2011,janitor,5826857,0.527484371,0.472515629,,,,
1870,doctor,62590.6,0.011356498,0.988643502,,,,
2008,paperhanger,13210,0.256093868,0.743906132,,,,
2014,machinist,438086,0.040049214,0.959950786,,,,
2005,teacher,6427324,0.766182318,0.233817682,,,,
2001,optometrist,33433,0.29414052,0.70585948,,,,
2003,housekeeper,158124,0.766834889,0.233165111,,,,
1980,smith,178580,0.038526151,0.961473849,,,,
2014,musician,1936846,0.634447447,0.365552553,,,,
2002,dietitian,92950,0.905669715,0.094330285,,,,
1870,sales,232538.57,0.056081062,0.943918938,,,,
2000,bartender,417751,0.55552949,0.44447051,,,,
1990,welder,736890,0.049157948,0.950842052,,,,
1930,unemployed,18355.54,0.168988763,0.831011237,,,,
2004,farmer,996279,0.164858438,0.835141562,,,,
2015,sheriff,16286,0.278091612,0.721908388,,,,
2007,pilot,156383,0.048573055,0.951426945,,,,
1850,blacksmith,97792.35,0,1,,,,
1900,surgeon,130245.16,0.048612632,0.951387368,,,,
2009,setter,89711,0.024500897,0.975499103,,,,
2015,librarian,1913955,0.855843528,0.144156472,,,,
1910,draftsperson,36216,0.013861277,0.986138723,,,,
1980,farmer,1692760,0.125865451,0.874134549,,,,
2008,sales,8879864,0.455415421,0.544584579,,,,
1900,author,1857.93,0.457702927,0.542297073,,,,
2010,painter,205652,0.129899053,0.870100947,,,,
2011,plumber,638825,0.015268657,0.984731343,,,,
1970,milliner,8800,0.909090909,0.090909091,,,,
1920,molder,133872.23,0.003029157,0.996970843,,,,
1950,official,4654957,0.126999669,0.873000331,,,,
2009,dancer,32944,0.825673871,0.174326129,,,,
1880,technician,450.56,0.044455788,0.955544212,,,,
1870,retired,87124.65,0.127868519,0.872131481,,,,
2014,nurse,5494528,0.868883187,0.131116813,,,,
1960,baker,135220,0.211507173,0.788492827,,,,
2003,doctor,819563,0.292501004,0.707498996,,,,
2003,broker,2399020,0.577461213,0.422538787,,,,
2012,salesperson,2351682,0.439992312,0.560007688,,,,
1930,teamster,106159.01,0.013831421,0.986168579,,,,
1920,craftsperson,75512.36,0.006736778,0.993263222,,,,
1930,conductor,111307.85,0.002749222,0.997250778,,,,
2006,surgeon,857856,0.306303156,0.693696844,,,,
1900,unemployed,33092.56,0.309466841,0.690533159,,,,
1970,proprietor,10733900,0.18569206,0.81430794,,,,
2006,porter,87690,0.178640666,0.821359334,,,,
1970,mechanic,29657300,0.420523783,0.579476217,,,,
1950,tradesperson,3615335,0.058478122,0.941521878,,,,
1850,farmer,2417695.3,0,1,,,,
2003,carpenter,1869615,0.018701176,0.981298824,,,,
2014,welder,752933,0.053979571,0.946020429,,,,
2015,surgeon,979939,0.349350317,0.650649683,,,,
1970,conservationist,105800,0.057655955,0.942344045,,,,
2012,photographer,284314,0.435747097,0.564252903,,,,
1920,official,2375110.89,0.06538592,0.93461408,,,,
2008,nurse,4465895,0.886881129,0.113118871,,,,
1880,baker,36313.71,0.030291865,0.969708135,,,,
1970,teamster,20500,0.068292683,0.931707317,,,,
1950,bankteller,68209,0.474218945,0.525781055,,,,
2009,waitstaff,2932971,0.732443314,0.267556686,,,,
1980,janitor,3872880,0.391646527,0.608353473,,,,
2000,librarian,2626871,0.88128157,0.11871843,,,,
2012,boilermaker,25267,0.002097598,0.997902402,,,,
2003,fireperson,405003,0.0608835,0.9391165,,,,
1910,nurse,199039,0.958184074,0.041815926,,,,
2004,nurse,4060040,0.883555581,0.116444419,,,,
1990,designer,712965,0.587233595,0.412766405,,,,
1910,paperhanger,23072,0.043385922,0.956614078,,,,
1850,architect,501.15,0,1,,,,
1970,conductor,128700,0.018648019,0.981351981,,,,
2010,operator,1627275,0.42493125,0.57506875,,,,
2005,mason,286318,0.010470875,0.989529125,,,,
2002,electrician,947535,0.020984977,0.979015023,,,,
1950,millwright,60841,0.004388488,0.995611512,,,,
1950,porter,181687,0.036111554,0.963888446,,,,
1880,scientist,2533.42,0.01188512,0.98811488,,,,
2004,fireperson,433586,0.046911109,0.953088891,,,,
2012,doctor,942155,0.34670516,0.65329484,,,,
2015,scientist,781665,0.433429922,0.566570078,,,,
2015,jeweler,130007,0.245894452,0.754105548,,,,
1900,lawyer,97612.22,0.01136159,0.98863841,,,,
2012,geologist,85863,0.299779882,0.700220118,,,,
2003,driver,4969086,0.124985359,0.875014641,,,,
1900,doctor,130245.16,0.048612632,0.951387368,,,,
1870,baker,25121.63,0.024041036,0.975958964,,,,
1850,bailiff,1669.01,0,1,,,,
1960,soldier,1787420,0.019626053,0.980373947,,,,
2004,welder,711079,0.077240363,0.922759637,,,,
1860,retired,12753.46,0.195862927,0.804137073,,,,
2005,athlete,322381,0.374103933,0.625896067,,,,
1970,electrician,1019400,0.023543261,0.976456739,,,,
2015,compositor,31233,0.437485992,0.562514008,,,,
2008,broker,2648515,0.580839074,0.419160926,,,,
2012,guard,2011507,0.239751589,0.760248411,,,,
2012,cabinetmaker,73367,0.05268036,0.94731964,,,,
2010,pharmacist,285418,0.528876945,0.471123055,,,,
1970,waitstaff,4273500,0.918895519,0.081104481,,,,
2012,smith,143781,0.034726424,0.965273576,,,,
2002,lumberjack,67228,0.080814542,0.919185458,,,,
1880,doorkeeper,22630.56,0.006285306,0.993714694,,,,
1990,lumberjack,110749,0.13565811,0.86434189,,,,
2002,doctor,796480,0.291866714,0.708133286,,,,
2005,waitstaff,2630052,0.760314625,0.239685375,,,,
1940,administrator,200004,0.08700826,0.91299174,,,,
1940,constable,10621,0,1,,,,
2004,surgeon,842245,0.289859839,0.710140161,,,,
1950,pilot,16988,0,1,,,,
1960,engineer,1313900,0.009604993,0.990395007,,,,
1960,fireperson,260840,0.005520626,0.994479374,,,,
2005,administrator,415841,0.526905716,0.473094284,,,,
2007,janitor,5481614,0.532798187,0.467201813,,,,
1920,driver,545319.23,0.006584015,0.993415985,,,,
1870,eletrotyper,100.18,0,1,,,,
1880,author,849.29,0.393375643,0.606624357,,,,
2007,police,1040637,0.179638049,0.820361951,,,,
2004,clergy,617883,0.296577184,0.703422816,,,,
2015,engineer,3457896,0.204461904,0.795538096,,,,
1880,sales,420595.57,0.081361437,0.918638563,,,,
2006,author,228528,0.570927851,0.429072149,,,,
2015,carpenter,1543351,0.018840821,0.981159179,,,,
1960,dentist,86800,0.034792627,0.965207373,,,,
2006,cook,4973623,0.513524447,0.486475553,,,,
2011,toolmaker,73058,0.029962496,0.970037504,,,,
1870,operator,21164.32,0.024432158,0.975567842,,,,
2007,accountant,2440568,0.595627329,0.404372671,,,,
1990,toolmaker,169555,0.026958804,0.973041196,,,,
1870,chemist,1112.98,0,1,,,,
2003,judge,1027321,0.322081414,0.677918586,,,,
2004,salesperson,2324020,0.443183794,0.556816206,,,,
2015,artist,262604,0.469010373,0.530989627,,,,
1950,newsperson,195741,0.147061678,0.852938322,,,,
1870,farmer,3149008.37,0.014267688,0.985732312,,,,
